person_id;bonus
413;26041.626572875844
832;922365.5065211201
638;513209.4865887214
8;415211.3980078665
352;65951.75549161888
50;18937.01752375566
252;51348.30502240089
721;10171.458975534166
489;1090.9508636485505
691;30732.006049774038
78;13502.390613633357
581;3779112.148729589
153;6347.20429765674
872;211034.57939462428
119;30215.23800750593
821;968678.1471390496
887;105366.88552008342
565;479.2752170879212
377;39702.5134223259
364;76138.36193166717
797;4422341.102278487
941;8492.150338892918
333;447676.4939973131
75;3353.8373481536137
232;82611.6933945323
449;6652.680968432027
570;5017.93345813688
196;37583.27684200014
950;368275.9601128916
222;4202.710950478498
982;2284.297961127245
210;79547.73832616875
766;5712.22830341816
44;599.4414131095739
510;9486.193956925126
936;12739.419125553974
531;123.60191736661488
593;33983.034063782325
195;11012.704333634932
608;15279.662035922642
188;5536.9626721263
389;2085.8688006900657
665;115761.42369902377
826;6397.37803471159
230;32722.719752217123
584;4412.506534618992
249;11158.797412312859
583;191334.36042172235
588;40731.814890639296
666;24994.677359754358
892;39052.8784130243
598;1263.7917469013362
557;493973.9969603012
974;164196.40663560558
964;557549.2439001787
41;12225.080391660118
521;3808.2902676863127
879;141016.4523382273
15;94066.87833851548
599;83061.45486546554
810;35554.49952908088
335;7042.832217301908
702;2998.1417714625914
498;8810.424277116832
619;17853.965829824097
617;2589.4274617254914
957;45875.351524170255
668;24378.29723165506
398;216525.39618152974
171;6617.839365719903
633;1838.024914498322
54;10150.350968411476
776;171270.08524149712
644;485.6028074647909
298;1323605.0024414568
699;198237.75473076422
431;956210.4920828054
995;3452.137071266251
101;34389.007897197975
987;1203286.4867972278
988;36688.833829175426
578;257615.56060965473
806;12736.92084648016
93;2570.7128108057655
227;5100.450081627972
236;496400.17340542754
561;5096.709582058035
704;22702.706069364318
900;874.6393092828266
970;330.73917901867947
673;6354.823935693817
496;3715.9630374601816
175;33316.06575281657
12;247287.58518582606
613;7234.689247678561
79;14109.187231794895
680;12844.772198814375
917;7877.2401365732385
506;1049.489198649204
674;7068.922311791816
953;2390974.201602535
625;163.20883359371018
129;319.7469510643815
567;24131.66338537526
295;3308.00162902133
154;976.1679770569019
784;18175.247614450484
314;5471.837169948168
467;107266.17093934462
906;599196.7541768904
503;550183.959611958
893;483586.5775536239
778;124366.88591721859
115;69250.00527107384
971;1807.0715082097731
181;172944.992719467
14;5259.058474655259
835;413.7600239433614
480;62845.72073429976
457;6901.726099255235
343;69643.92026717855
646;11370.5157428433
473;32884.555639041784
100;92066.58797792747
475;2914746.961476032
17;6073.910826123347
831;353631.70974758145
63;7413.98406899185
424;172468.40716494323
446;945307.4212883482
545;17620.894799689602
669;67740.19037160906
643;27898.244145022578
341;10471.272779749985
422;48905.28235486871
873;460576.7403817723
68;2378.137275375602
212;7055.543396760405
525;35216.527543261305
259;18754.032396953768
360;435116.06309226394
104;77031.99543561327
368;84131.36820641303
980;4396.659933124026
292;54304.04832126624
179;13639.66630258567
280;42927.520726554736
874;9950.240294091149
935;16114.868614746632
944;28731.74061732613
517;53268.496582261345
55;9292.496185798991
349;69110.99168194004
329;3127.617385761788
437;103843.64011731705
670;357709.1966089783
801;158334.01247016308
804;27963.290706239946
737;2300.504510449194
606;7374.8018329488295
301;17390.359420142122
845;7252.544113721477
128;44985.55561221035
27;7510.231802608246
764;14781.88499468887
348;26907.401958500817
51;1796413.0088165386
773;169663.86707872944
947;2267.7402499670434
752;28310.016383809463
885;10366.75913406639
519;1969862.2833768951
312;27621.055283062426
285;71748.71600641344
40;104183.87675047651
271;11551.703714540166
991;66880.47556798947
926;13136.151078790686
218;67217.22765751959
798;138152.81042729437
274;5924.808044016463
601;109792.33478397486
0;33329.344099872564
447;130759.00707827986
756;2220838.5447895164
501;26569.25620594248
60;126232.33766051798
409;64314.52578327985
433;2417.6350504912734
408;133754.33793059288
571;1119177.5434103233
547;14050.43573415453
288;3098.9640667658246
358;6532.653849631308
985;57266.920999793096
239;131235.4362426094
251;1080.1551906250616
155;459.7339689597764
811;27436.67931023806
753;174855.76040959088
671;102937.09934304123
805;2543.177516363407
855;403.6957862453917
997;53809.78166193366
241;17410.871176482106
912;33668.27718019407
233;420476.18761712406
214;4076.1847218866565
829;60710.02997706618
86;7910.731209121113
108;1739815.9482724196
749;1177.5204021849468
979;18037.30880015606
70;8654.515506846825
981;43659.79598606224
468;6934.529246066753
960;69396.20325427437
126;57532.45091849573
522;78295.20967956874
366;907612.566032613
52;473484.31551141024
283;41626.29017562305
240;283235.7581302637
544;69038.23307069353
871;8873.46342535755
34;549676.2002573074
83;748062.9060644052
186;110269.05290306562
428;92757.97004734872
62;36405.123813212456
661;5247.0179369095795
430;303470.7649766267
376;173593.9115831038
133;27881.648965748973
992;192155.7630314904
476;11049.761119777446
112;233510.14152950823
423;175280.88042356336
922;12137.320831014387
791;302667.44680170005
344;651562.1085642796
729;21135.38849249426
440;73347.44103890553
490;186447.25083545753
379;12674.663468933857
931;3976.075160287244
818;38642.3092095912
13;13956.372348850608
369;219102.9871093724
76;1336.3457832128117
886;39594.50074084
697;25093.19659794525
774;16243.28010661773
515;126740.86037422056
82;12980.425215302934
357;75253.25661328567
267;153737.76360252424
891;12340.759990838387
166;47735.79304893397
554;89926.9736811907
97;20915.82965752476
792;22498.208192206377
485;62721.988835046
365;14984.101023351179
39;2226.908400218666
426;16055.319958007465
451;218.24872933484417
731;48647.19111629995
634;101081.78705208297
725;11883.786259189048
11;7562.87139000765
208;151.73239525968611
338;26807.522564747593
715;13989.597497772229
720;163185.86453033003
141;16048.466620344296
293;4441.093026001
277;28326.152316814852
896;17429.91235122247
406;116940.39701692078
629;1148.9853214121822
795;2088.480273958778
741;5849.14637932445
799;108481.24093677767
735;23798.75489737539
167;7206.556126094073
918;295186.6043909469
812;947162.958029401
220;19364.625773759642
299;268.36538041136924
25;246041.81282620245
719;982.4163727422696
833;3356.9016250646773
645;209.57527633511802
279;15805.895745480535
477;4494.25778550363
488;28102.252902708926
913;55549.347647184964
616;620397.4077046545
110;14086.067488221786
848;13441.07285921857
